Employee_ID,Job_Role,Age,Gender,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Years_at_Company
EMP-06519,Software Engineer,53,Male,9835,3,4,30
EMP-06529,Software Engineer,40,Female,8266,2,1,14
EMP-06547,Data Scientist,36,Female,9508,3,3,12
EMP-06554,Analyst,30,Male,8581,1,2,4
EMP-06555,Sales Executive,38,Female,9747,3,3,11
EMP-06561,Data Scientist,57,Female,11855,3,2,31
EMP-06580,Analyst,36,Female,7524,2,2,7
EMP-06590,Software Engineer,45,Male,10775,3,3,19
EMP-06591,Analyst,43,Female,8125,3,1,10
EMP-06593,Sales Executive,41,Female,8388,3,1,17
EMP-06604,Data Scientist,30,Female,7696,1,3,6
EMP-06615,Manager,37,Female,7385,2,1,11
EMP-06618,HR Specialist,44,Male,10387,2,3,18
EMP-06627,Manager,36,Female,7210,2,3,15
EMP-06633,Software Engineer,44,Male,12681,4,2,14
EMP-06634,Manager,34,Female,5790,4,2,14
EMP-06660,HR Specialist,37,Male,10812,1,3,14
EMP-06668,Software Engineer,30,Female,8112,2,2,7
EMP-06689,Manager,41,Male,11178,3,3,21
EMP-06697,HR Specialist,37,Female,8747,3,2,16
EMP-06698,Manager,27,Female,4525,1,3,5
EMP-06713,Analyst,34,Male,5074,2,3,11
EMP-06715,Manager,46,Female,9480,2,2,12
EMP-06717,Analyst,46,Male,9338,3,3,25
EMP-06723,Analyst,37,Male,8260,2,2,12
EMP-06724,Manager,41,Male,12242,1,3,19
EMP-06728,Data Scientist,41,Female,8730,1,2,12
EMP-06731,Sales Executive,40,Female,7861,3,3,11
EMP-06750,Data Scientist,41,Male,9338,4,3,20
EMP-06764,Software Engineer,31,Male,4430,2,1,8
EMP-06767,Sales Executive,47,Female,9197,3,3,17
EMP-06776,Analyst,48,Male,10528,1,1,7
EMP-06785,Sales Executive,30,Female,9600,3,2,8
EMP-06788,HR Specialist,35,Female,8695,1,3,11
EMP-06796,HR Specialist,32,Male,8744,3,2,11
EMP-06812,Data Scientist,39,Female,10137,4,2,12
EMP-06833,Data Scientist,38,Female,9998,4,3,18
EMP-06841,Manager,39,Male,7738,3,1,7
EMP-06853,Software Engineer,44,Male,10270,2,2,9
EMP-06860,Analyst,46,Female,10871,1,3,12
EMP-06867,Software Engineer,39,Male,7305,1,1,13
EMP-06870,HR Specialist,46,Female,8289,2,1,23
EMP-06877,Data Scientist,34,Female,9895,2,3,10
EMP-06879,Manager,41,Female,9053,2,1,19
EMP-06882,Software Engineer,52,Female,12706,1,3,10
EMP-06883,HR Specialist,40,Male,7013,2,3,15
EMP-06887,Analyst,43,Female,9937,3,2,16
EMP-06896,HR Specialist,29,Female,9405,1,2,8
EMP-06906,Software Engineer,49,Female,12030,2,4,26
EMP-06909,Data Scientist,46,Female,7552,1,2,20
EMP-06912,Data Scientist,41,Female,8628,2,2,18
EMP-06917,Manager,39,Female,8215,2,3,18
EMP-06918,Manager,47,Female,11349,3,4,18
EMP-06927,Data Scientist,44,Female,8786,1,4,13
EMP-06930,Manager,40,Male,9485,3,2,8
EMP-06940,Analyst,41,Female,7303,4,3,13
EMP-06941,Analyst,36,Male,11347,1,3,13
EMP-06943,Data Scientist,39,Male,9810,3,2,14
EMP-06951,Software Engineer,40,Female,9877,3,2,17
EMP-06954,HR Specialist,46,Female,9690,1,3,15
EMP-06956,Manager,33,Female,6316,1,3,11
EMP-06961,Manager,38,Female,7109,3,3,12
EMP-06963,Data Scientist,52,Female,12574,3,3,22
EMP-06965,Manager,40,Male,7840,1,3,9
EMP-06980,Manager,40,Male,10394,3,2,13
EMP-06994,Manager,42,Female,9354,2,2,17
EMP-07003,Manager,36,Male,9727,3,1,10
EMP-07024,Data Scientist,44,Female,8060,3,2,18
EMP-07028,Software Engineer,43,Female,7967,2,2,20
EMP-07035,Manager,43,Female,11393,3,2,19
EMP-07062,Software Engineer,32,Female,4883,3,3,11
EMP-07065,HR Specialist,42,Female,9901,3,2,20
EMP-07072,Manager,43,Male,10054,4,3,18
EMP-07075,Sales Executive,38,Female,11095,4,3,18
EMP-07077,HR Specialist,31,Female,7282,2,2,10
EMP-07081,Data Scientist,53,Female,11209,1,1,16
EMP-07092,Manager,22,Female,8439,1,1,1
EMP-07097,Sales Executive,39,Female,8184,4,1,12
EMP-07099,Software Engineer,40,Male,7070,3,2,19
EMP-07109,Data Scientist,37,Male,8478,1,3,11
EMP-07113,Data Scientist,43,Male,7297,4,2,21
EMP-07116,HR Specialist,39,Female,9387,4,3,18
EMP-07122,Software Engineer,52,Female,13594,2,2,18
EMP-07125,Manager,37,Female,8948,2,2,12
EMP-07130,HR Specialist,42,Male,7075,2,4,16
EMP-07138,Sales Executive,37,Female,6756,2,2,14
EMP-07139,Data Scientist,44,Male,11457,4,4,16
EMP-07145,Manager,39,Male,11059,2,2,15
EMP-07146,Software Engineer,37,Male,8235,1,1,12
EMP-07160,Data Scientist,43,Female,9629,3,3,19
EMP-07163,Manager,45,Male,10913,3,2,12
EMP-07165,Data Scientist,45,Male,8881,2,1,21
EMP-07173,HR Specialist,34,Male,6209,3,2,8
EMP-07186,Manager,38,Female,11440,1,3,16
EMP-07203,HR Specialist,40,Female,8846,1,2,6
EMP-07205,HR Specialist,40,Female,7226,3,3,11
EMP-07217,Manager,46,Female,11997,2,1,18
EMP-07219,Data Scientist,44,Female,7669,2,4,15
EMP-07238,Software Engineer,35,Male,5891,2,2,13
EMP-07243,Manager,42,Female,10155,4,2,14
EMP-07263,Software Engineer,32,Female,9433,1,3,11
EMP-07264,Manager,33,Female,9876,3,1,12
EMP-07269,Software Engineer,44,Female,10713,4,2,23
EMP-07277,Data Scientist,35,Female,7335,4,1,14
EMP-07286,HR Specialist,51,Female,10537,3,4,31
EMP-07288,Sales Executive,41,Male,8122,2,3,11
EMP-07296,HR Specialist,40,Male,8469,2,3,16
EMP-07300,Software Engineer,32,Male,6390,2,2,7
EMP-07306,Analyst,45,Female,11223,3,1,19
EMP-07311,Analyst,56,Male,12040,4,3,27
EMP-07312,Analyst,36,Male,8383,3,1,6
EMP-07313,Data Scientist,32,Female,8384,2,1,10
EMP-07314,HR Specialist,40,Female,9862,3,2,16
EMP-07315,Sales Executive,37,Female,6517,3,3,14
EMP-07318,HR Specialist,42,Male,11503,3,3,19
EMP-07319,Software Engineer,38,Male,6578,1,3,18
EMP-07325,Manager,37,Male,9707,3,2,17
EMP-07332,Data Scientist,54,Male,10909,2,2,28
EMP-07343,Manager,43,Male,8413,4,4,14
EMP-07362,Data Scientist,46,Female,11073,2,3,25
EMP-07370,HR Specialist,39,Female,8675,4,2,15
EMP-07378,Manager,42,Female,8530,3,1,14
EMP-07381,HR Specialist,30,Female,6294,2,4,10
EMP-07387,Data Scientist,42,Male,8008,2,3,18
EMP-07391,HR Specialist,36,Female,10662,3,1,10
EMP-07402,Analyst,37,Male,8024,3,1,10
EMP-07417,Software Engineer,52,Male,10073,4,4,31
EMP-07427,Analyst,46,Male,9877,4,3,24
EMP-07428,Software Engineer,42,Male,8602,3,1,20
EMP-07434,Sales Executive,34,Female,8201,2,2,8
EMP-07436,Software Engineer,34,Female,7281,2,4,10
EMP-07443,Software Engineer,42,Female,10379,4,3,15
EMP-07446,Software Engineer,34,Male,7805,3,1,12
EMP-07455,Data Scientist,29,Female,8077,3,1,7
EMP-07461,Sales Executive,37,Female,8656,1,4,10
EMP-07465,Manager,50,Male,10746,1,3,21
EMP-07467,Sales Executive,36,Female,7503,1,2,6
EMP-07473,Manager,31,Male,5142,3,3,8
EMP-07482,Manager,38,Female,10088,2,1,13
EMP-07492,Data Scientist,30,Male,5850,2,1,7
EMP-07508,Data Scientist,38,Female,7695,3,3,14
EMP-07512,Sales Executive,33,Male,6292,2,3,12
EMP-07518,Sales Executive,33,Female,8433,3,2,9
EMP-07521,Manager,52,Male,12414,3,2,10
EMP-07522,Analyst,50,Male,8931,3,4,27
EMP-07526,Software Engineer,36,Male,6288,3,3,9
EMP-07528,HR Specialist,41,Male,9001,3,2,15
EMP-07531,HR Specialist,31,Female,6895,4,2,9
EMP-07533,HR Specialist,35,Male,11404,3,2,12
EMP-07556,HR Specialist,37,Female,8472,1,2,13
EMP-07557,Manager,36,Male,10894,2,2,9
EMP-07559,Data Scientist,37,Female,10003,3,1,17
EMP-07566,Data Scientist,37,Male,8209,2,3,12
EMP-07570,Analyst,38,Male,7189,4,3,11
EMP-07572,Analyst,31,Female,9391,3,2,9
EMP-07586,Software Engineer,40,Male,11754,1,2,7
EMP-07591,Analyst,39,Male,10738,3,3,15
EMP-07592,Sales Executive,28,Female,4679,1,1,1
EMP-07597,Analyst,45,Male,8723,4,2,12
EMP-07604,Analyst,36,Male,5772,3,3,14
EMP-07605,HR Specialist,41,Female,9017,2,3,12
EMP-07615,HR Specialist,41,Male,11939,3,1,13
EMP-07617,Sales Executive,38,Female,10206,3,2,14
EMP-07623,Data Scientist,35,Female,8775,2,3,15
EMP-07628,Sales Executive,46,Female,8645,2,4,17
EMP-07633,Manager,36,Male,6532,1,4,15
EMP-07634,Sales Executive,37,Male,6440,3,3,13
EMP-07635,Sales Executive,39,Male,9993,3,3,17
EMP-07636,Sales Executive,39,Female,7674,3,2,11
EMP-07637,Analyst,40,Female,12015,2,2,13
EMP-07679,HR Specialist,43,Female,6879,1,2,21
EMP-07680,Data Scientist,40,Male,8085,3,3,18
EMP-07683,HR Specialist,34,Male,9036,1,2,8
EMP-07696,Manager,25,Male,5745,2,1,2
EMP-07713,Data Scientist,36,Male,7290,2,2,12
EMP-07721,HR Specialist,29,Male,9997,2,2,8
EMP-07724,Sales Executive,36,Male,6781,3,2,11
EMP-07740,Manager,49,Male,11993,2,2,14
EMP-07767,HR Specialist,41,Female,8137,3,3,13
EMP-07773,Software Engineer,34,Male,5667,1,3,10
EMP-07778,Analyst,44,Male,8418,1,3,17
EMP-07787,HR Specialist,42,Female,10838,3,4,16
EMP-07789,Analyst,44,Male,10810,4,2,18
EMP-07800,Software Engineer,43,Male,10276,1,2,11
EMP-07805,Data Scientist,41,Female,11826,2,4,15
EMP-07812,Manager,34,Male,9632,1,2,6
EMP-07820,Data Scientist,38,Female,9387,2,2,13
EMP-07830,HR Specialist,44,Female,9445,2,1,22
EMP-07841,Software Engineer,38,Male,7357,1,2,13
EMP-07842,HR Specialist,40,Female,9631,4,3,18
EMP-07843,HR Specialist,39,Male,7924,3,3,12
EMP-07862,Sales Executive,43,Male,9765,1,2,14
EMP-07864,Manager,44,Female,9670,2,3,23
EMP-07865,Manager,34,Female,8807,1,2,13
EMP-07869,Analyst,50,Female,8213,1,2,27
EMP-07878,Analyst,46,Male,9612,2,2,17
EMP-07891,Manager,49,Male,10551,2,3,13
EMP-07912,Analyst,44,Male,9419,2,4,17
EMP-07921,Data Scientist,40,Female,11216,2,4,17
EMP-07938,HR Specialist,35,Female,7338,3,3,10
EMP-07939,HR Specialist,46,Female,7773,3,1,22
EMP-07945,HR Specialist,44,Female,11227,2,4,21
EMP-07950,Analyst,38,Male,8993,4,2,11
EMP-07956,Data Scientist,31,Male,5663,1,2,7
EMP-07959,HR Specialist,48,Female,11686,4,3,17
EMP-07966,Manager,40,Male,10197,3,2,12
EMP-07967,Analyst,36,Female,10573,2,2,10
EMP-07984,HR Specialist,33,Female,8199,1,3,10
EMP-07989,Analyst,51,Female,10619,3,3,21
EMP-08003,Analyst,42,Female,8910,3,2,17
EMP-08014,Software Engineer,51,Female,9767,1,2,24
EMP-08015,HR Specialist,39,Male,6728,2,4,14
EMP-08030,Data Scientist,42,Male,9153,4,2,14
EMP-08040,Software Engineer,33,Female,8693,2,2,11
EMP-08042,HR Specialist,36,Male,9417,1,4,15
EMP-08044,Analyst,38,Male,7778,2,4,15
EMP-08046,HR Specialist,47,Female,8104,2,2,26
EMP-08050,Analyst,41,Male,11093,2,3,21
EMP-08052,Manager,37,Male,8745,3,2,16
EMP-08057,Manager,41,Male,9116,3,4,14
EMP-08059,HR Specialist,37,Female,6277,3,2,17
EMP-08066,HR Specialist,31,Female,7694,2,3,8
EMP-08082,Analyst,39,Male,10134,3,2,14
EMP-08090,Sales Executive,42,Male,10948,1,3,13
EMP-08094,HR Specialist,48,Female,12812,4,1,20
EMP-08097,Software Engineer,33,Male,8859,2,2,7
EMP-08099,Software Engineer,41,Female,6641,2,3,17
EMP-08101,HR Specialist,42,Female,10715,4,3,19
EMP-08102,Software Engineer,32,Male,9540,4,1,8
EMP-08122,Sales Executive,49,Male,12911,2,3,21
EMP-08131,Sales Executive,37,Female,10014,4,2,13
EMP-08134,HR Specialist,30,Male,6867,1,2,9
EMP-08137,Analyst,53,Female,12120,2,3,18
EMP-08142,Manager,42,Female,8122,3,2,14
EMP-08148,HR Specialist,22,Male,5119,2,1,0
EMP-08151,Sales Executive,33,Female,5642,3,4,12
EMP-08153,Analyst,40,Male,9801,2,1,16
EMP-08166,Analyst,36,Male,9791,2,3,11
EMP-08171,HR Specialist,37,Male,10831,1,4,16
EMP-08172,Data Scientist,53,Female,11429,3,3,15
EMP-08178,Data Scientist,52,Female,8508,2,1,23
EMP-08179,Manager,45,Male,7492,4,3,13
EMP-08180,Software Engineer,47,Female,9541,2,3,19
EMP-08182,Manager,34,Female,6619,4,3,13
EMP-08186,Manager,35,Male,10272,1,3,10
EMP-08193,HR Specialist,38,Female,6702,3,3,11
EMP-08195,HR Specialist,51,Female,9323,4,2,11
EMP-08200,HR Specialist,38,Female,10432,3,4,14
EMP-08208,Software Engineer,38,Male,7415,2,1,15
EMP-08223,HR Specialist,35,Male,6489,2,1,13
EMP-08226,Data Scientist,32,Male,10411,2,2,10
EMP-08229,Analyst,43,Female,11936,3,1,23
EMP-08244,Manager,40,Female,11186,1,2,11
EMP-08251,Software Engineer,45,Female,10322,2,4,9
EMP-08256,Analyst,56,Female,10512,2,2,27
EMP-08260,HR Specialist,42,Female,10349,4,3,22
EMP-08268,Manager,30,Male,6839,2,3,7
EMP-08284,Software Engineer,44,Female,9099,2,2,9
EMP-08288,Data Scientist,36,Female,9808,3,1,12
EMP-08300,Software Engineer,43,Female,8450,3,2,16
EMP-08304,HR Specialist,52,Male,11049,4,1,15
EMP-08307,Manager,34,Male,6504,2,1,5
EMP-08308,Data Scientist,45,Female,10336,3,2,17
EMP-08316,Manager,34,Female,8135,2,3,10
EMP-08320,HR Specialist,52,Female,10409,1,4,18
EMP-08324,HR Specialist,32,Male,5927,3,2,11
EMP-08326,Manager,38,Female,9066,1,3,11
EMP-08338,Manager,36,Male,5814,3,2,14
EMP-08342,Data Scientist,41,Female,9604,2,2,6
EMP-08344,HR Specialist,40,Female,7216,2,2,13
EMP-08372,Software Engineer,44,Male,8058,3,4,16
EMP-08375,Sales Executive,47,Male,12032,4,3,15
EMP-08397,Analyst,46,Female,9268,3,4,11
EMP-08403,Data Scientist,50,Female,9571,4,2,28
EMP-08413,HR Specialist,51,Male,10637,4,2,10
EMP-08429,Manager,41,Female,9125,2,4,19
EMP-08430,Sales Executive,43,Female,9386,3,4,22
EMP-08443,Software Engineer,39,Male,6511,3,3,17
EMP-08447,Data Scientist,43,Male,10532,3,1,17
EMP-08448,Software Engineer,40,Female,11296,4,3,19
EMP-08452,Analyst,34,Male,10262,3,3,12
EMP-08475,Sales Executive,41,Female,9551,2,4,21
EMP-08479,HR Specialist,38,Female,8109,2,2,11
EMP-08488,Analyst,50,Female,13113,4,3,29
EMP-08492,Software Engineer,48,Male,12269,2,2,4
EMP-08516,Manager,42,Male,7357,1,4,19
EMP-08532,Sales Executive,32,Male,9023,1,2,7
EMP-08537,Sales Executive,34,Female,9831,4,1,10
EMP-08541,Software Engineer,37,Female,8061,2,3,14
EMP-08548,Software Engineer,41,Female,8547,3,3,15
EMP-08556,Analyst,40,Female,8424,2,3,8
EMP-08558,Manager,46,Male,9080,3,3,11
EMP-08573,HR Specialist,42,Female,10436,2,2,14
EMP-08574,Manager,39,Male,10168,1,4,12
EMP-08576,Analyst,40,Female,9221,1,1,10
EMP-08579,Data Scientist,37,Female,9285,4,1,10
EMP-08586,Data Scientist,30,Female,5566,2,3,9
EMP-08589,Data Scientist,34,Male,7052,2,4,11
EMP-08596,Sales Executive,27,Female,6531,1,2,5
EMP-08598,Sales Executive,48,Male,8480,3,4,28
EMP-08599,Software Engineer,45,Male,10337,3,1,13
EMP-08616,HR Specialist,33,Female,6172,1,3,11
EMP-08622,Sales Executive,52,Female,12682,2,3,21
EMP-08633,Manager,42,Female,10000,3,3,21
EMP-08635,Software Engineer,37,Male,7877,2,3,10
EMP-08638,Sales Executive,42,Male,9703,3,3,14
EMP-08645,Manager,41,Male,7949,4,2,19
EMP-08653,Sales Executive,36,Male,9351,1,2,9
EMP-08661,Analyst,44,Female,8562,1,2,5
EMP-08668,Software Engineer,53,Male,9700,3,4,24
EMP-08675,Software Engineer,39,Male,9653,2,2,13
EMP-08678,Analyst,28,Female,5874,1,2,4
EMP-08682,Analyst,46,Female,10713,1,2,12
EMP-08689,Software Engineer,35,Female,8423,4,1,11
EMP-08690,Manager,44,Female,10922,3,3,18
EMP-08694,Manager,41,Female,9898,2,2,19
EMP-08696,HR Specialist,29,Male,8194,1,2,8
EMP-08699,HR Specialist,27,Female,9569,2,2,5
EMP-08701,Sales Executive,36,Male,6698,2,3,10
EMP-08707,Analyst,42,Male,7661,2,2,15
EMP-08714,Manager,45,Male,10632,3,2,21
EMP-08720,Data Scientist,42,Female,11281,2,2,14
EMP-08723,Manager,39,Female,7967,4,3,13
EMP-08724,Data Scientist,51,Male,8266,1,1,6
EMP-08738,Data Scientist,33,Female,8167,2,2,10
EMP-08759,Data Scientist,42,Male,7162,2,2,12
EMP-08765,Software Engineer,41,Female,11000,4,1,9
EMP-08767,Analyst,44,Male,11773,3,2,21
EMP-08789,Manager,46,Male,9445,1,2,14
EMP-08790,Manager,44,Female,11082,3,3,12
EMP-08793,HR Specialist,33,Male,8119,2,2,13
EMP-08795,Analyst,41,Female,10208,2,2,14
EMP-08799,Software Engineer,47,Female,11202,4,3,20
EMP-08802,Manager,38,Male,6339,4,3,17
EMP-08806,Sales Executive,42,Female,8849,3,2,16
EMP-08826,Data Scientist,44,Male,7917,3,3,16
EMP-08828,HR Specialist,41,Male,9091,1,2,13
EMP-08844,Sales Executive,44,Male,8082,1,2,16
EMP-08846,Analyst,42,Male,9934,2,2,9
EMP-08847,Software Engineer,35,Female,9309,1,2,9
EMP-08850,Sales Executive,27,Female,7008,3,1,5
EMP-08863,Data Scientist,31,Female,5579,3,1,8
EMP-08864,Sales Executive,47,Male,8796,3,3,25
EMP-08870,Software Engineer,31,Female,8698,1,3,6
EMP-08878,Manager,40,Male,10063,3,3,19
EMP-08887,Analyst,39,Female,9686,3,4,15
EMP-08891,Data Scientist,39,Male,8586,1,3,14
EMP-08894,Data Scientist,40,Male,11123,1,4,18
EMP-08902,HR Specialist,46,Male,8935,4,4,21
EMP-08908,Software Engineer,45,Male,7997,3,4,23
EMP-08932,Software Engineer,39,Female,8514,2,2,18
EMP-08944,Data Scientist,32,Female,5708,3,2,8
EMP-08953,HR Specialist,38,Female,7369,2,2,17
EMP-08959,Sales Executive,50,Male,10181,4,2,14
EMP-08962,Manager,47,Female,7552,3,2,25
EMP-08972,Manager,30,Male,10183,3,2,7
EMP-08981,Manager,32,Male,6244,3,2,6
EMP-08982,Data Scientist,49,Male,9665,3,3,16
EMP-08984,Manager,48,Female,11322,2,4,17
EMP-08986,HR Specialist,41,Male,7411,4,3,18
EMP-08990,Software Engineer,30,Female,5733,4,1,8
EMP-08991,Software Engineer,35,Male,6392,3,1,10
EMP-08992,HR Specialist,40,Male,9106,1,3,17
EMP-08998,Manager,45,Male,11336,2,1,9
EMP-09023,HR Specialist,37,Male,9822,2,3,15
EMP-09027,Data Scientist,29,Male,9226,2,1,8
EMP-09028,Manager,39,Female,8541,3,3,17
EMP-09035,Data Scientist,37,Male,6466,1,2,5
EMP-09049,Software Engineer,36,Male,8313,3,2,11
EMP-09053,Data Scientist,39,Male,5837,2,4,15
EMP-09062,Analyst,48,Male,10084,3,2,19
EMP-09064,Sales Executive,33,Male,8423,3,2,8
EMP-09077,Data Scientist,45,Male,8550,3,3,15
EMP-09086,HR Specialist,40,Male,10038,3,2,15
EMP-09087,Analyst,45,Female,11221,2,1,18
EMP-09092,Software Engineer,31,Female,10163,2,3,9
EMP-09094,Software Engineer,41,Male,6057,1,3,14
EMP-09098,Sales Executive,41,Female,10420,3,2,17
EMP-09108,Analyst,36,Male,9494,2,2,6
EMP-09111,Analyst,44,Male,8196,4,1,17
EMP-09118,HR Specialist,54,Female,11978,3,3,17
EMP-09121,Software Engineer,39,Female,8866,3,2,13
EMP-09122,Manager,59,Male,9904,1,3,31
EMP-09131,Manager,42,Male,10521,4,4,19
EMP-09140,HR Specialist,33,Male,8801,4,2,11
EMP-09152,Sales Executive,46,Female,8795,2,4,12
EMP-09153,Sales Executive,42,Male,10936,1,3,22
EMP-09162,Manager,49,Male,12535,3,3,22
EMP-09165,HR Specialist,52,Male,10019,2,3,19
EMP-09171,Data Scientist,60,Male,11030,3,4,26
EMP-09175,Analyst,45,Female,12018,3,2,9
EMP-09179,Analyst,40,Male,8339,1,1,15
EMP-09187,Data Scientist,32,Female,6917,2,4,12
EMP-09198,Data Scientist,42,Female,10999,3,1,16
EMP-09207,Sales Executive,30,Male,6926,2,2,9
EMP-09210,Sales Executive,45,Female,10719,3,2,22
EMP-09220,Analyst,40,Female,11972,3,2,14
EMP-09222,Data Scientist,46,Female,9708,2,4,24
EMP-09225,Analyst,33,Male,6278,4,2,10
EMP-09227,Analyst,49,Female,11406,3,3,28
EMP-09238,Sales Executive,44,Male,10378,4,1,16
EMP-09257,Software Engineer,37,Female,10641,1,3,16
EMP-09267,HR Specialist,48,Female,12199,3,3,26
EMP-09272,Data Scientist,33,Female,10058,2,2,10
EMP-09275,Software Engineer,45,Female,9081,2,2,15
EMP-09297,HR Specialist,44,Male,7705,1,1,7
EMP-09317,Manager,32,Male,10917,3,2,11
EMP-09334,Analyst,43,Male,7790,3,3,22
EMP-09345,Sales Executive,37,Female,7314,4,2,15
EMP-09346,Analyst,45,Female,9913,4,3,13
EMP-09356,Manager,44,Female,9959,4,2,22
EMP-09366,Sales Executive,40,Female,9816,2,3,18
EMP-09368,HR Specialist,40,Female,10654,2,4,11
EMP-09370,HR Specialist,54,Female,12050,3,4,29
EMP-09379,Sales Executive,47,Male,10604,3,3,11
EMP-09386,Analyst,32,Female,7271,2,4,8
EMP-09390,Manager,42,Male,11042,4,3,15
EMP-09393,Software Engineer,39,Female,10761,1,2,18
EMP-09394,Data Scientist,38,Female,9029,1,1,6
EMP-09398,Analyst,49,Male,10840,3,2,26
EMP-09402,Analyst,45,Female,8980,1,4,13
EMP-09426,HR Specialist,43,Male,7605,4,2,20
EMP-09432,Data Scientist,33,Female,6097,3,1,11
EMP-09442,Data Scientist,33,Female,8633,1,3,9
EMP-09447,HR Specialist,57,Male,12897,3,2,33
EMP-09454,HR Specialist,31,Female,5643,3,1,4
EMP-09455,Manager,36,Male,7448,4,3,15
EMP-09461,Sales Executive,33,Male,5938,1,2,13
EMP-09473,Analyst,40,Male,9993,3,4,13
EMP-09474,Analyst,41,Male,11382,2,3,16
EMP-09475,Data Scientist,35,Male,7276,2,3,7
EMP-09483,Analyst,32,Female,4957,3,4,11
EMP-09487,HR Specialist,49,Male,10274,3,3,15
EMP-09497,Analyst,50,Male,9702,4,2,23
EMP-09502,Sales Executive,45,Male,11008,3,3,23
EMP-09506,HR Specialist,40,Male,7280,3,2,11
EMP-09512,HR Specialist,55,Male,12058,4,3,27
EMP-09515,Software Engineer,36,Male,6380,3,2,14
EMP-09519,Manager,40,Female,8541,3,4,16
EMP-09535,Manager,42,Male,10054,3,4,18
EMP-09536,Software Engineer,40,Female,8875,2,3,13
EMP-09563,Manager,36,Male,9261,2,3,14
EMP-09572,Analyst,28,Female,4314,1,1,8
EMP-09573,Analyst,37,Female,9063,2,2,14
EMP-09580,Analyst,34,Male,5711,4,3,10
EMP-09581,Sales Executive,36,Female,10186,3,2,11
EMP-09583,Analyst,40,Female,10207,3,4,19
EMP-09585,Analyst,38,Male,10047,4,2,14
EMP-09597,Data Scientist,45,Female,10782,2,3,14
EMP-09599,Manager,42,Male,9818,3,1,11
EMP-09612,Software Engineer,37,Male,8472,3,2,11
EMP-09615,Data Scientist,35,Female,6583,3,2,12
EMP-09626,Data Scientist,49,Female,9612,3,3,25
EMP-09630,Manager,34,Male,7845,4,1,8
EMP-09655,Data Scientist,26,Male,5445,1,2,3
EMP-09657,HR Specialist,40,Female,7697,1,2,13
EMP-09658,Software Engineer,42,Female,6094,2,3,19
EMP-09665,HR Specialist,39,Male,9436,2,2,18
EMP-09693,Software Engineer,40,Male,6268,4,3,16
EMP-09696,Data Scientist,44,Male,9989,1,3,10
EMP-09706,Sales Executive,32,Male,5813,2,1,3
EMP-09728,Analyst,45,Male,11388,2,2,18
EMP-09741,Data Scientist,41,Female,10359,2,3,19
EMP-09750,HR Specialist,42,Male,8816,3,3,13
EMP-09751,Analyst,35,Female,11600,1,2,7
EMP-09754,Manager,34,Female,5638,3,2,10
EMP-09775,Manager,35,Male,8795,3,1,10
EMP-09776,Sales Executive,44,Female,7911,2,4,12
EMP-09781,Manager,35,Male,6609,2,3,15
EMP-09788,Data Scientist,37,Male,10068,4,2,10
EMP-09798,Analyst,36,Female,6225,1,3,11
EMP-09800,Analyst,40,Female,11077,2,2,19
EMP-09809,Data Scientist,45,Female,7742,1,2,10
EMP-09828,Software Engineer,35,Male,9504,2,2,10
EMP-09839,Analyst,37,Male,8834,3,4,11
EMP-09841,Manager,37,Male,8682,1,2,16
EMP-09848,HR Specialist,46,Female,8909,2,3,18
EMP-09870,Analyst,45,Female,8105,2,1,23
EMP-09876,Analyst,37,Male,8383,3,1,10
EMP-09884,Analyst,58,Female,13430,4,3,16
EMP-09891,Analyst,32,Female,6556,2,2,5
EMP-09898,Data Scientist,40,Male,9320,1,2,13
EMP-09900,Software Engineer,44,Female,7841,3,1,14
EMP-09916,Analyst,40,Male,7560,1,1,8
EMP-09917,HR Specialist,28,Female,4851,4,2,7
EMP-09921,Manager,41,Male,9413,4,2,18
EMP-09922,Software Engineer,45,Male,10455,4,2,15
EMP-09923,Software Engineer,27,Male,9620,3,2,7
EMP-09928,Data Scientist,38,Male,7353,1,2,13
EMP-09936,Data Scientist,46,Female,11745,4,3,12
EMP-09947,Manager,45,Male,8667,4,3,18
EMP-09949,HR Specialist,36,Male,9178,2,3,13
EMP-09950,Data Scientist,35,Female,10456,2,2,15
EMP-09957,Sales Executive,40,Female,7500,1,2,18
EMP-09966,Manager,36,Female,7671,2,2,10
EMP-09973,Data Scientist,46,Female,8298,3,4,26
EMP-09977,Sales Executive,46,Male,9743,3,4,19
EMP-09979,Sales Executive,39,Male,7478,1,3,17
EMP-09994,Manager,30,Female,7741,1,2,10
EMP-10012,HR Specialist,30,Female,9549,2,3,7
EMP-10020,Software Engineer,35,Male,6709,2,2,9
EMP-10021,Software Engineer,47,Female,9938,3,2,19
EMP-10024,Data Scientist,42,Female,8433,2,3,13
EMP-10033,Manager,44,Male,7677,1,3,21
EMP-10036,Software Engineer,43,Male,9896,2,2,10
EMP-10051,Analyst,31,Male,7503,2,2,4
EMP-10072,Data Scientist,54,Male,11275,2,4,28
EMP-10079,Analyst,50,Female,7926,4,2,17
EMP-10084,Sales Executive,36,Male,5950,4,2,14
EMP-10092,HR Specialist,44,Female,8099,3,2,24
EMP-10096,Manager,34,Female,7601,4,4,11
EMP-10119,Sales Executive,48,Female,11896,1,2,25
EMP-10120,Manager,34,Female,6209,3,2,9
EMP-10122,Manager,36,Male,6450,3,1,14
EMP-10123,Manager,53,Female,11555,2,1,27
