,Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level
6305,EMP-06306,46,Female,Analyst,10427,4,3,10.2,4,149.0,11,2,6,2,0
6306,EMP-06307,34,Female,Sales Executive,5539,2,4,16.2,8,155.3,4,3,2,3,1
6307,EMP-06308,42,Female,Software Engineer,9237,2,3,7.0,7,156.8,17,4,2,3,1
6308,EMP-06309,41,Female,Sales Executive,11417,2,1,5.5,8,194.7,17,2,4,3,1
6309,EMP-06310,42,Female,Data Scientist,10767,3,2,4.5,4,146.0,12,10,6,3,2
6310,EMP-06311,22,Male,Manager,7464,1,3,46.9,3,208.1,0,0,1,3,1
6311,EMP-06312,45,Male,HR Specialist,12026,2,2,15.2,6,140.2,1,1,4,3,0
6312,EMP-06313,33,Male,Software Engineer,9288,4,3,13.3,4,169.6,10,0,0,4,0
6313,EMP-06314,48,Female,HR Specialist,8902,4,4,15.7,8,179.3,22,1,4,2,0
6314,EMP-06315,49,Female,Software Engineer,12022,3,2,25.2,8,147.4,27,10,0,3,2
6315,EMP-06316,32,Female,Software Engineer,5581,3,2,28.5,8,157.8,10,10,1,2,2
6316,EMP-06317,33,Male,Sales Executive,7485,3,3,38.6,7,172.3,10,3,2,4,1
6317,EMP-06318,24,Male,Data Scientist,8207,4,2,4.3,8,176.5,3,2,3,4,0
6318,EMP-06319,30,Female,Data Scientist,7089,3,4,7.1,3,131.3,1,0,6,3,0
6319,EMP-06320,30,Female,HR Specialist,9288,3,1,14.2,2,169.6,4,1,3,5,1
6320,EMP-06321,26,Female,Software Engineer,9037,3,4,8.7,3,165.3,4,2,4,5,0
6321,EMP-06322,31,Female,Data Scientist,6548,1,3,4.9,6,151.6,4,4,3,1,1
6322,EMP-06323,27,Female,Data Scientist,8071,4,2,11.0,6,148.3,0,0,1,3,0
6323,EMP-06324,32,Female,HR Specialist,9237,2,3,8.3,6,150.5,4,4,5,1,1
6324,EMP-06325,48,Male,Sales Executive,7512,1,4,4.8,4,184.4,21,20,2,4,2
6325,EMP-06326,32,Female,Sales Executive,10791,3,2,15.3,4,179.1,10,3,2,2,1
6326,EMP-06327,32,Male,Analyst,5604,3,3,11.5,8,188.8,3,0,2,4,0
6327,EMP-06328,47,Male,Analyst,7760,4,3,9.5,3,176.0,15,11,5,1,2
6328,EMP-06329,44,Female,HR Specialist,7087,4,2,16.2,8,143.3,8,5,2,5,1
6329,EMP-06330,24,Male,Manager,9056,3,1,4.5,7,172.2,2,1,2,1,1
6330,EMP-06331,35,Male,Data Scientist,8680,3,2,8.0,3,155.6,3,1,5,2,0
6331,EMP-06332,34,Female,Software Engineer,7154,2,2,9.5,7,154.8,13,9,4,2,2
6332,EMP-06333,37,Female,Software Engineer,7448,4,2,10.4,2,200.5,11,9,1,2,2
6333,EMP-06334,39,Male,Sales Executive,9908,4,3,14.0,3,138.1,1,0,0,2,0
6334,EMP-06335,31,Female,HR Specialist,6536,4,4,19.6,6,162.8,9,6,4,3,1
6335,EMP-06336,33,Female,Manager,5553,3,3,2.2,3,196.8,1,1,4,4,0
6336,EMP-06337,52,Male,Data Scientist,10439,2,2,3.5,6,195.7,30,18,6,4,2
6337,EMP-06338,40,Female,Software Engineer,11412,2,1,3.5,5,201.2,1,1,2,2,1
6338,EMP-06339,43,Male,Sales Executive,8853,1,1,8.0,7,219.1,9,2,1,3,2
6339,EMP-06340,32,Male,Manager,8779,3,4,8.1,4,206.5,3,0,0,2,0
6340,EMP-06341,30,Female,Sales Executive,5932,4,4,1.9,2,154.2,1,0,2,4,0
6341,EMP-06342,39,Female,HR Specialist,10695,3,3,6.4,2,218.5,3,3,6,5,1
6342,EMP-06343,20,Female,Sales Executive,6770,2,3,11.9,3,156.5,0,0,5,2,0
6343,EMP-06344,20,Female,Manager,5848,3,2,4.0,3,233.3,0,0,1,3,1
6344,EMP-06345,38,Male,Analyst,7013,2,3,2.2,4,176.0,1,1,1,5,0
6345,EMP-06346,30,Female,Manager,8820,3,1,1.0,3,199.2,10,2,5,3,1
6346,EMP-06347,33,Female,Data Scientist,5702,3,1,11.6,3,146.2,9,8,3,3,2
6347,EMP-06348,23,Male,Analyst,4248,4,4,3.7,7,171.3,0,0,0,4,0
6348,EMP-06349,29,Female,Sales Executive,9110,3,1,4.1,2,179.2,1,1,3,3,1
6349,EMP-06350,24,Male,HR Specialist,6097,3,2,8.1,6,164.5,0,0,2,2,0
6350,EMP-06351,36,Male,Manager,10426,1,3,3.7,3,160.6,15,6,0,3,1
6351,EMP-06352,22,Female,Data Scientist,5542,1,3,19.7,8,136.1,0,0,6,3,1
6352,EMP-06353,32,Female,HR Specialist,6375,4,3,2.7,6,173.8,3,2,6,5,0
6353,EMP-06354,39,Male,Data Scientist,6010,2,1,1.0,4,131.2,2,1,6,3,1
6354,EMP-06355,46,Female,Software Engineer,8714,4,4,7.3,7,214.7,13,7,0,4,1
6355,EMP-06356,37,Female,Software Engineer,10165,2,3,1.1,2,163.8,16,10,0,2,2
6356,EMP-06357,33,Male,Manager,7845,4,3,8.5,4,215.3,11,2,5,5,0
6357,EMP-06358,46,Male,Manager,9335,4,1,14.3,5,214.2,22,13,6,5,2
6358,EMP-06359,35,Male,HR Specialist,7914,1,3,8.3,8,157.5,11,9,0,3,2
6359,EMP-06360,32,Male,Data Scientist,6479,4,2,8.6,5,207.9,4,1,2,4,0
6360,EMP-06361,24,Female,HR Specialist,4205,4,2,9.5,4,216.1,1,1,1,4,1
6361,EMP-06362,38,Female,HR Specialist,9814,3,3,8.0,3,166.0,3,2,6,3,0
6362,EMP-06363,20,Male,Data Scientist,8235,2,3,12.3,4,141.5,0,0,4,4,0
6363,EMP-06364,34,Male,Software Engineer,8624,2,3,4.8,8,181.7,5,3,3,2,1
6364,EMP-06365,31,Male,Software Engineer,7035,1,1,12.3,6,163.3,6,0,1,2,1
6365,EMP-06366,33,Male,Data Scientist,10151,3,3,6.1,2,154.7,0,0,2,2,0
6366,EMP-06367,35,Male,Sales Executive,6254,3,2,10.1,8,155.1,6,1,4,4,0
6367,EMP-06368,21,Female,Software Engineer,5936,3,2,5.2,5,167.9,0,0,3,3,0
6368,EMP-06369,22,Female,Software Engineer,7661,3,2,6.0,7,165.5,0,0,6,3,0
6369,EMP-06370,35,Female,Analyst,10429,3,3,8.0,3,141.6,13,8,3,3,1
6370,EMP-06371,29,Male,Software Engineer,9085,3,3,17.1,3,190.2,1,1,0,3,0
6371,EMP-06372,27,Male,Software Engineer,8380,4,4,1.2,4,160.0,7,1,2,4,0
6372,EMP-06373,27,Male,Data Scientist,7909,4,2,4.1,3,187.0,0,0,2,5,0
6373,EMP-06374,38,Female,Manager,7391,1,2,8.4,2,190.8,14,11,0,2,2
6374,EMP-06375,42,Male,Analyst,11621,3,3,3.8,4,212.4,10,4,2,3,1
6375,EMP-06376,45,Male,Analyst,9665,3,3,13.8,5,193.2,8,6,0,3,1
6376,EMP-06377,37,Female,HR Specialist,8783,3,3,16.1,4,173.9,4,3,3,3,1
6377,EMP-06378,40,Female,Data Scientist,8391,1,2,1.6,3,145.3,11,6,6,3,2
6378,EMP-06379,40,Female,Manager,9162,3,1,8.6,3,153.0,16,5,2,2,1
6379,EMP-06380,34,Female,HR Specialist,11143,4,3,50.0,4,174.4,8,6,2,5,1
6380,EMP-06381,24,Female,Data Scientist,6328,4,3,14.2,7,191.9,2,0,6,4,0
6381,EMP-06382,26,Male,Software Engineer,7028,4,2,5.7,5,163.4,4,4,1,2,1
6382,EMP-06383,52,Female,Software Engineer,10628,4,3,7.8,3,139.3,12,1,3,3,0
6383,EMP-06384,39,Male,HR Specialist,7358,2,2,7.5,7,149.6,12,4,6,4,1
6384,EMP-06385,30,Male,Sales Executive,7623,3,3,1.9,8,207.3,8,0,4,5,0
6385,EMP-06386,37,Female,Sales Executive,9279,3,3,1.0,3,208.7,0,0,0,3,0
6386,EMP-06387,30,Male,Software Engineer,6393,2,2,1.2,2,166.3,8,5,4,1,1
6387,EMP-06388,42,Female,HR Specialist,9712,2,4,15.9,4,151.1,9,0,6,3,0
6388,EMP-06389,44,Male,Analyst,9376,4,1,7.5,2,182.8,21,12,1,3,2
6389,EMP-06390,39,Male,HR Specialist,9751,3,4,5.9,2,139.4,12,3,6,2,0
6390,EMP-06391,28,Female,Manager,8229,3,2,27.3,6,205.4,6,4,3,2,1
6391,EMP-06392,27,Male,Analyst,7667,4,4,15.0,5,180.1,1,1,1,2,0
6392,EMP-06393,39,Female,Analyst,9879,3,3,20.3,8,190.6,2,0,1,4,0
6393,EMP-06394,37,Male,Sales Executive,8428,3,3,6.5,3,141.1,9,1,5,3,0
6394,EMP-06395,28,Female,Software Engineer,5370,4,3,8.1,2,131.6,2,0,3,2,0
6395,EMP-06396,32,Female,Sales Executive,9547,3,4,10.6,3,158.0,9,1,6,1,0
6396,EMP-06397,32,Female,Sales Executive,8468,3,4,1.5,4,183.4,0,0,6,3,0
6397,EMP-06398,37,Male,Software Engineer,8741,1,4,8.7,8,174.3,12,9,5,5,2
6398,EMP-06399,24,Female,Sales Executive,5185,4,3,17.0,5,183.3,2,2,6,3,0
6399,EMP-06400,46,Male,Sales Executive,11930,4,3,9.3,5,195.7,17,3,4,3,0
6400,EMP-06401,34,Female,Analyst,6695,3,4,14.3,5,175.6,8,8,2,3,1
6401,EMP-06402,36,Female,Sales Executive,7857,2,2,5.2,8,168.3,0,0,6,3,0
6402,EMP-06403,40,Male,HR Specialist,11097,3,4,12.8,8,153.8,15,15,4,3,2
6403,EMP-06404,25,Female,Data Scientist,7656,2,4,10.4,6,192.2,1,1,0,4,0
6404,EMP-06405,33,Male,HR Specialist,9021,4,3,6.6,2,166.7,6,5,3,2,0
6405,EMP-06406,36,Female,Data Scientist,11075,4,2,7.6,3,172.7,11,7,2,4,1
6406,EMP-06407,28,Female,Manager,10038,3,4,10.9,8,172.3,4,2,4,4,0
6407,EMP-06408,43,Male,Sales Executive,11887,4,3,3.8,4,188.7,2,1,3,3,0
6408,EMP-06409,41,Female,HR Specialist,7627,4,3,22.0,4,190.9,17,12,6,4,2
6409,EMP-06410,28,Male,Software Engineer,5351,4,3,8.0,3,136.3,5,0,2,4,0
6410,EMP-06411,41,Female,HR Specialist,8229,4,4,1.4,3,171.0,8,6,1,4,0
6411,EMP-06412,38,Female,HR Specialist,9602,3,2,7.1,7,152.4,1,1,4,3,0
6412,EMP-06413,29,Male,Data Scientist,7912,1,3,4.5,2,131.1,7,0,5,2,0
6413,EMP-06414,36,Female,Sales Executive,9387,3,2,2.7,4,146.3,11,10,1,3,2
6414,EMP-06415,20,Female,Manager,7000,2,3,5.2,5,188.0,0,0,5,3,0
6415,EMP-06416,32,Female,Sales Executive,9987,3,2,5.9,4,150.3,2,0,3,3,0
6416,EMP-06417,39,Male,Analyst,10153,4,3,10.0,4,165.3,1,0,3,3,0
6417,EMP-06418,30,Female,Data Scientist,7570,3,3,1.9,4,187.2,8,2,0,1,0
6418,EMP-06419,34,Female,Sales Executive,9901,4,3,9.9,8,138.6,10,7,3,2,1
6419,EMP-06420,32,Female,Sales Executive,8496,2,2,3.2,2,168.3,12,11,0,3,2
6420,EMP-06421,47,Female,Data Scientist,9599,3,2,8.9,8,148.7,1,1,1,3,0
6421,EMP-06422,34,Female,Analyst,9437,3,1,3.0,6,136.8,6,6,1,3,1
6422,EMP-06423,29,Male,Sales Executive,7431,1,2,6.2,8,142.3,5,2,5,2,1
6423,EMP-06424,33,Female,Analyst,8738,2,2,2.3,7,135.1,7,6,4,3,1
6424,EMP-06425,39,Male,Sales Executive,6566,3,1,13.7,6,120.0,7,2,4,4,1
6425,EMP-06426,36,Male,Software Engineer,7717,4,3,3.0,8,185.7,13,5,1,2,1
6426,EMP-06427,20,Female,Sales Executive,5075,3,1,16.4,3,162.5,0,0,2,1,1
6427,EMP-06428,23,Male,Data Scientist,4782,3,1,15.4,2,142.4,1,1,2,1,1
6428,EMP-06429,32,Male,Sales Executive,7485,2,3,4.2,6,148.6,4,2,6,1,0
6429,EMP-06430,43,Male,Manager,10191,4,3,5.6,3,174.3,21,12,6,3,2
6430,EMP-06431,37,Male,Analyst,9370,4,2,2.2,2,183.9,3,1,5,2,0
6431,EMP-06432,40,Male,Data Scientist,10341,4,1,3.9,2,186.9,16,1,3,4,0
6432,EMP-06433,37,Male,Data Scientist,11115,3,3,4.8,6,157.0,14,13,0,3,2
6433,EMP-06434,38,Female,Software Engineer,7491,3,3,3.5,3,160.3,11,10,0,3,2
6434,EMP-06435,35,Male,Sales Executive,9314,3,2,32.3,6,168.6,10,4,4,1,1
6435,EMP-06436,25,Female,Software Engineer,5591,2,3,7.5,3,150.8,2,2,1,3,1
6436,EMP-06437,27,Female,Analyst,7674,1,3,1.8,8,188.0,4,2,0,3,1
6437,EMP-06438,35,Female,Sales Executive,6924,2,3,12.8,6,172.6,4,0,1,5,0
6438,EMP-06439,25,Female,Software Engineer,7936,3,2,21.2,8,185.8,1,1,0,3,1
6439,EMP-06440,26,Female,Manager,6128,2,2,7.3,6,169.9,0,0,1,3,1
6440,EMP-06441,43,Female,Sales Executive,9485,2,4,6.7,3,121.3,15,13,4,5,2
6441,EMP-06442,26,Male,Software Engineer,8153,2,2,2.0,2,164.3,5,3,4,3,1
6442,EMP-06443,32,Male,Data Scientist,6973,3,3,7.1,3,172.7,0,0,2,2,0
6443,EMP-06444,21,Female,Manager,4650,4,2,13.9,2,180.3,0,0,0,4,0
6444,EMP-06445,38,Male,Software Engineer,11503,4,2,4.8,6,151.7,13,7,1,5,1
6445,EMP-06446,20,Male,HR Specialist,4484,4,3,13.1,4,133.1,0,0,5,3,0
6446,EMP-06447,41,Female,Data Scientist,11441,3,1,10.2,6,153.3,11,10,2,4,2
6447,EMP-06448,25,Female,Manager,5225,4,4,10.9,6,208.2,3,1,4,3,0
6448,EMP-06449,33,Male,HR Specialist,5301,4,1,11.0,6,154.8,6,4,4,3,1
6449,EMP-06450,35,Male,Manager,11425,3,4,4.4,4,194.9,14,0,1,4,0
6450,EMP-06451,46,Female,Software Engineer,11263,3,3,9.1,4,161.0,21,20,3,3,2
6451,EMP-06452,27,Male,Analyst,6402,2,4,15.0,5,188.2,4,2,6,1,1
6452,EMP-06453,41,Female,Manager,7662,1,3,3.2,7,162.2,13,6,0,5,2
6453,EMP-06454,33,Male,Data Scientist,8668,1,2,4.4,7,204.4,2,0,2,5,1
6454,EMP-06455,39,Female,HR Specialist,6837,3,4,4.3,8,191.6,1,0,1,4,0
6455,EMP-06456,41,Female,Manager,7220,3,3,13.8,4,193.9,18,10,3,4,2
6456,EMP-06457,34,Female,HR Specialist,6636,2,3,13.7,7,166.6,7,4,2,2,1
6457,EMP-06458,31,Male,Software Engineer,5987,1,2,9.3,8,172.3,6,4,5,3,2
6458,EMP-06459,36,Female,Sales Executive,6800,3,2,26.8,5,209.0,2,0,4,3,1
6459,EMP-06460,31,Male,Software Engineer,6978,3,4,4.3,3,180.3,10,3,6,3,0
6460,EMP-06461,32,Female,Software Engineer,8780,4,1,14.2,5,171.8,9,1,6,3,0
6461,EMP-06462,39,Male,Data Scientist,9283,4,2,15.8,8,169.3,8,0,3,4,0
6462,EMP-06463,21,Male,Data Scientist,3754,1,2,5.2,4,138.3,1,1,3,5,1
6463,EMP-06464,31,Female,Sales Executive,5954,3,2,16.4,4,141.0,11,11,5,5,2
6464,EMP-06465,26,Female,Software Engineer,5722,1,2,15.9,4,197.5,6,5,1,4,2
6465,EMP-06466,36,Male,HR Specialist,7109,3,4,11.4,6,196.6,1,1,6,3,0
6466,EMP-06467,44,Male,Analyst,8122,3,3,4.5,2,176.5,22,8,3,4,1
6467,EMP-06468,24,Male,HR Specialist,5781,3,3,2.7,2,164.1,2,0,2,3,0
6468,EMP-06469,27,Female,Analyst,6578,4,4,8.8,4,192.4,3,3,2,3,0
6469,EMP-06470,42,Male,Analyst,11743,4,1,17.1,5,165.5,3,3,3,4,1
6470,EMP-06471,28,Female,HR Specialist,7419,4,3,24.4,7,197.6,6,3,3,4,1
6471,EMP-06472,26,Female,Manager,5463,4,2,13.7,8,174.5,4,4,4,3,1
6472,EMP-06473,35,Female,Manager,6811,4,2,7.5,6,184.4,6,4,2,2,1
6473,EMP-06474,36,Female,HR Specialist,11113,3,2,10.3,5,159.7,16,9,4,3,2
6474,EMP-06475,24,Male,Software Engineer,7457,3,3,2.4,7,184.7,2,1,2,2,0
6475,EMP-06476,37,Male,Sales Executive,9573,4,3,1.7,6,120.0,5,5,2,2,0
6476,EMP-06477,22,Female,Analyst,6108,2,4,1.4,3,172.6,1,0,3,4,0
6477,EMP-06478,32,Male,Sales Executive,8524,3,3,1.3,2,169.4,11,11,5,2,2
6478,EMP-06479,20,Female,Sales Executive,7250,3,1,10.7,2,185.7,0,0,5,5,1
6479,EMP-06480,27,Male,Manager,6530,4,3,8.3,8,195.0,0,0,6,3,0
6480,EMP-06481,36,Female,Analyst,6335,3,2,4.0,2,187.5,3,3,0,4,1
6481,EMP-06482,38,Female,Data Scientist,9885,3,3,20.7,8,120.0,1,0,0,4,0
6482,EMP-06483,44,Male,HR Specialist,10989,2,1,1.2,7,169.6,13,6,0,3,2
6483,EMP-06484,39,Male,Software Engineer,8014,2,2,11.6,2,120.0,5,3,4,2,1
6484,EMP-06485,42,Female,Manager,11664,2,3,5.3,3,160.5,13,3,4,4,0
6485,EMP-06486,42,Male,Data Scientist,8791,4,3,10.3,4,180.5,6,0,0,2,0
6486,EMP-06487,32,Female,Analyst,9558,3,3,9.3,4,158.1,3,0,1,3,0
6487,EMP-06488,38,Male,Sales Executive,9723,3,3,5.1,3,142.3,3,2,6,3,0
6488,EMP-06489,20,Male,Analyst,4890,4,2,7.5,5,155.9,0,0,1,4,0
6489,EMP-06490,25,Male,Analyst,4957,3,3,2.3,6,120.0,2,0,6,3,0
6490,EMP-06491,34,Female,Analyst,7419,4,2,15.1,3,168.4,10,0,1,2,0
6491,EMP-06492,30,Female,Manager,7998,2,2,4.4,5,180.1,1,1,3,2,1
6492,EMP-06493,21,Male,Data Scientist,3953,3,2,4.8,7,157.8,0,0,4,2,0
6493,EMP-06494,24,Male,Data Scientist,8953,4,4,18.1,7,132.7,0,0,6,4,0
6494,EMP-06495,39,Female,Software Engineer,9164,3,2,10.9,6,185.3,11,6,1,4,1
6495,EMP-06496,28,Male,HR Specialist,5566,4,2,3.4,8,183.3,3,2,1,3,0
6496,EMP-06497,27,Female,Data Scientist,10102,4,2,9.4,3,162.5,2,2,5,2,0
6497,EMP-06498,38,Male,Sales Executive,8752,2,3,10.1,8,180.2,0,0,0,5,0
6498,EMP-06499,37,Male,Analyst,10731,3,2,4.1,4,179.8,12,6,3,4,1
6499,EMP-06500,28,Male,HR Specialist,7935,2,2,7.6,5,167.6,2,0,4,3,1
6500,EMP-06501,45,Male,Manager,7513,4,1,4.0,2,167.8,7,6,4,3,1
6501,EMP-06502,31,Male,Software Engineer,9370,4,2,8.7,3,173.4,9,6,2,3,1
6502,EMP-06503,20,Male,Software Engineer,7531,4,3,18.8,2,120.0,0,0,5,1,0
6503,EMP-06504,42,Female,Software Engineer,7462,2,3,14.5,6,187.5,16,6,6,1,2
6504,EMP-06505,43,Female,Analyst,9501,3,2,18.0,5,179.6,20,6,1,5,1
6505,EMP-06506,43,Male,Analyst,8271,3,3,10.5,7,186.7,6,5,5,3,1
6506,EMP-06507,27,Male,Sales Executive,6721,2,4,13.7,3,178.6,5,0,2,5,0
6507,EMP-06508,36,Female,Data Scientist,7497,4,4,5.1,8,152.1,10,3,5,4,0
6508,EMP-06509,45,Female,Data Scientist,9396,3,3,17.0,4,181.3,19,3,5,2,1
6509,EMP-06510,23,Male,Sales Executive,5907,3,3,4.3,5,164.8,1,0,5,3,0
6510,EMP-06511,30,Female,Analyst,7225,2,4,6.3,4,174.8,3,0,6,3,0
6511,EMP-06512,25,Male,Manager,9264,4,1,2.7,4,160.7,3,1,6,2,0
6512,EMP-06513,20,Female,Software Engineer,5038,3,4,14.1,5,122.1,0,0,0,4,0
6513,EMP-06514,38,Female,HR Specialist,7346,1,3,4.5,4,173.2,1,0,2,2,1
6514,EMP-06515,44,Female,HR Specialist,11944,2,1,10.4,5,148.6,3,1,0,5,1
6515,EMP-06516,39,Female,Sales Executive,10044,4,4,10.0,4,218.0,12,12,4,3,2
6516,EMP-06517,32,Male,Data Scientist,9596,3,3,9.1,6,135.4,1,0,6,3,0
6517,EMP-06518,44,Female,Manager,10078,4,2,4.3,8,184.7,11,4,4,2,0
6518,EMP-06519,53,Male,Software Engineer,9835,3,4,12.8,5,206.8,30,26,5,5,2
6519,EMP-06520,28,Male,Analyst,9260,3,1,11.3,4,210.9,1,1,0,2,1
6520,EMP-06521,22,Male,Software Engineer,9034,2,3,14.9,3,143.7,1,1,0,4,0
6521,EMP-06522,35,Female,Manager,9711,3,4,15.1,3,215.6,8,2,0,3,0
6522,EMP-06523,21,Female,Analyst,6529,4,4,4.6,6,156.7,0,0,4,1,0
6523,EMP-06524,20,Female,Sales Executive,7317,4,3,1.0,5,150.2,0,0,1,3,0
6524,EMP-06525,26,Female,Manager,7941,3,3,2.5,7,173.9,3,3,1,4,0
6525,EMP-06526,39,Male,Analyst,6710,3,4,11.2,2,161.4,7,3,2,3,0
6526,EMP-06527,40,Female,HR Specialist,10562,4,4,12.7,4,192.1,3,3,1,2,0
6527,EMP-06528,23,Female,Manager,4164,1,3,7.5,6,183.8,1,1,1,5,1
6528,EMP-06529,40,Female,Software Engineer,8266,2,1,10.5,2,227.4,14,10,0,4,2
6529,EMP-06530,22,Male,Sales Executive,6765,4,2,35.6,2,155.9,0,0,4,3,0
6530,EMP-06531,30,Male,Sales Executive,6200,4,2,7.7,3,128.8,7,4,5,3,0
6531,EMP-06532,36,Female,Data Scientist,9544,2,2,15.5,8,180.4,2,2,4,1,1
6532,EMP-06533,25,Female,Analyst,9161,4,3,14.4,7,154.8,3,3,1,2,0
6533,EMP-06534,31,Male,HR Specialist,8735,2,2,2.1,6,170.7,6,1,6,4,1
6534,EMP-06535,37,Male,Sales Executive,10043,4,3,6.5,4,187.0,5,1,4,1,0
6535,EMP-06536,36,Male,Software Engineer,8136,3,2,23.1,2,133.4,1,0,3,2,0
6536,EMP-06537,30,Male,Sales Executive,7015,1,3,14.4,5,120.0,7,3,2,2,1
6537,EMP-06538,27,Male,HR Specialist,5927,4,3,19.0,6,153.1,2,0,6,3,0
6538,EMP-06539,42,Male,Software Engineer,11833,3,2,8.7,7,200.6,3,0,3,3,0
6539,EMP-06540,32,Female,Manager,8053,2,2,8.8,5,214.4,3,3,6,4,1
6540,EMP-06541,24,Male,HR Specialist,5437,1,3,4.7,8,185.0,1,1,2,3,1
6541,EMP-06542,47,Female,Data Scientist,8877,3,3,2.2,5,168.7,8,2,0,3,0
6542,EMP-06543,24,Male,Data Scientist,7464,2,3,12.6,7,173.6,0,0,3,3,0
6543,EMP-06544,49,Male,Data Scientist,9659,3,4,15.0,3,141.7,21,3,1,4,0
6544,EMP-06545,36,Female,Data Scientist,11401,3,3,10.4,3,193.9,14,7,5,2,1
6545,EMP-06546,51,Female,Analyst,10603,3,3,7.6,6,161.2,5,2,6,4,0
6546,EMP-06547,36,Female,Data Scientist,9508,3,3,11.0,8,174.6,12,11,5,3,2
6547,EMP-06548,26,Female,Manager,8412,2,3,20.4,3,161.0,2,0,6,4,0
6548,EMP-06549,38,Female,Sales Executive,10713,3,3,15.9,8,174.7,14,3,3,2,0
6549,EMP-06550,34,Male,Analyst,6840,2,3,8.9,2,149.3,11,6,6,5,1
6550,EMP-06551,39,Female,HR Specialist,9324,4,3,10.8,3,178.7,2,0,3,2,0
6551,EMP-06552,32,Female,Sales Executive,8664,3,3,13.3,7,158.0,7,0,3,2,0
6552,EMP-06553,27,Female,HR Specialist,6597,4,4,13.5,4,140.7,3,0,5,4,0
6553,EMP-06554,30,Male,Analyst,8581,1,2,7.7,2,216.5,4,4,0,3,2
6554,EMP-06555,38,Female,Sales Executive,9747,3,3,31.7,4,190.9,11,9,2,5,2
6555,EMP-06556,31,Male,Analyst,10650,4,1,11.9,4,170.4,9,4,0,4,1
6556,EMP-06557,28,Male,Manager,7367,4,3,12.7,6,202.6,4,0,4,5,0
6557,EMP-06558,26,Male,HR Specialist,8970,2,3,7.5,3,188.8,3,1,3,4,1
6558,EMP-06559,26,Female,Software Engineer,5305,1,4,18.7,8,224.6,2,1,0,5,1
6559,EMP-06560,30,Female,Sales Executive,8807,3,4,8.0,2,170.5,3,3,4,4,0
6560,EMP-06561,57,Female,Data Scientist,11855,3,2,6.9,6,156.6,31,14,0,3,2
6561,EMP-06562,30,Female,HR Specialist,5593,4,4,14.2,8,169.0,3,3,6,1,0
6562,EMP-06563,47,Male,HR Specialist,11787,3,1,12.5,2,153.4,11,3,1,4,1
6563,EMP-06564,42,Male,Manager,8439,3,3,8.4,7,136.9,2,0,1,2,0
6564,EMP-06565,35,Male,Software Engineer,7784,3,2,12.7,2,209.7,10,0,2,1,1
6565,EMP-06566,28,Female,Sales Executive,5937,3,3,8.4,4,120.0,3,2,1,1,0
6566,EMP-06567,20,Male,HR Specialist,6794,4,2,10.7,6,157.6,0,0,0,3,0
6567,EMP-06568,20,Male,Software Engineer,4783,4,3,5.3,5,196.4,0,0,6,2,0
6568,EMP-06569,26,Male,HR Specialist,8587,3,3,11.1,2,185.2,3,1,3,2,0
6569,EMP-06570,25,Female,Manager,7071,2,3,21.9,5,189.2,0,0,3,3,1
6570,EMP-06571,37,Male,Sales Executive,7857,3,4,6.5,8,153.5,12,2,6,3,0
6571,EMP-06572,36,Female,Software Engineer,9811,3,4,16.2,7,158.8,2,2,4,2,0
6572,EMP-06573,39,Male,HR Specialist,9361,3,3,1.0,3,183.3,4,3,3,4,0
6573,EMP-06574,29,Female,Software Engineer,9912,2,4,8.2,3,176.3,0,0,1,3,0
6574,EMP-06575,24,Female,Sales Executive,9321,1,3,2.8,2,181.7,3,1,3,5,1
6575,EMP-06576,29,Female,Data Scientist,7485,2,4,6.1,4,163.0,4,1,5,5,0
6576,EMP-06577,21,Female,Software Engineer,8753,4,2,5.9,4,179.2,0,0,2,4,0
6577,EMP-06578,26,Female,Data Scientist,8073,2,4,12.0,2,195.2,4,1,0,1,0
6578,EMP-06579,38,Female,HR Specialist,10760,1,3,13.3,2,120.0,7,4,1,5,1
6579,EMP-06580,36,Female,Analyst,7524,2,2,6.4,6,181.4,7,5,6,3,2
6580,EMP-06581,43,Male,Data Scientist,9207,3,3,10.6,8,163.7,10,9,3,3,1
6581,EMP-06582,56,Female,Manager,10930,3,3,5.9,7,127.1,21,11,6,2,1
6582,EMP-06583,30,Male,Software Engineer,5827,2,4,7.0,2,207.7,5,3,2,3,1
6583,EMP-06584,20,Female,Data Scientist,5268,3,3,27.9,6,161.4,0,0,2,2,0
6584,EMP-06585,42,Female,Analyst,11039,4,1,9.2,4,196.7,13,6,3,3,1
6585,EMP-06586,24,Male,Sales Executive,6232,3,3,2.3,8,176.0,0,0,6,3,0
6586,EMP-06587,42,Female,Data Scientist,7635,3,4,1.2,5,189.6,4,1,6,1,0
6587,EMP-06588,42,Male,HR Specialist,10761,2,1,19.5,5,194.8,8,0,1,3,1
6588,EMP-06589,30,Female,Sales Executive,5655,4,3,11.9,7,176.8,9,5,5,2,1
6589,EMP-06590,45,Male,Software Engineer,10775,3,3,9.3,5,185.6,19,18,6,3,2
6590,EMP-06591,43,Female,Analyst,8125,3,1,9.4,6,193.3,10,7,5,3,2
6591,EMP-06592,38,Female,Manager,10266,2,3,17.6,3,179.7,11,1,1,3,0
